time,X,Y,Z,CovXX,CovXY,CovXZ,CovXYaw,CovYX,CovYY,CovYZ,CovYYaw,CovZX,CovZY,CovZZ,CovZYaw,CovYawX,CovYawY,CovYawZ,CovYawYaw,InnovX,InnovY,InnovZ
7.89,-0.09137731393538845,-0.025767140937699367,-80.12418520235175,0.03502283581291856,0.0010989051452744882,0.0,0.1450094232617167,0.0010989051452744824,0.042129273207474484,0.0,-0.03689859179533618,0.0,0.0,0.039747048816312455,0.0,0.14500942326171673,-0.03689859179533618,0.0,1.2135444400224245,2.2322987023454255e-07,2.2322987023454255e-07,2.2322987023454255e-07
8.03,-0.09393986726891361,-0.02577346905571303,-80.13043857892534,0.03929202615122717,-0.006206967974124943,0.0,0.14153106977105662,-0.006206967974124945,0.0019857451172005,0.0,-0.023224229698864184,0.0,0.0,0.024159418498164286,0.0,0.14153106977105667,-0.023224229698864188,0.0,1.216819972573607,-5.393782885332321e-05,-5.393782885332321e-05,-5.393782885332321e-05
8.19,-0.0855054460382407,-0.027557386562097035,-80.1373892887082,0.05059905142355793,-0.0051577595014532995,0.0,0.15509706029360268,-0.005157759501453301,0.009680547329261656,0.0,-0.012961253070452967,0.0,0.0,0.0321594184981643,0.0,0.15509706029360273,-0.01296125307045297,0.0,1.246819972573607,-0.00014142553529539192,-0.00014142553529539192,-0.00014142553529539192
8.33,-0.07008140997105562,-0.01717860454756358,-80.13299775549724,0.04145503852532559,-0.003230225046270415,0.0,0.06266115537328842,-0.003230225046270417,0.0165773640254777,0.0,0.006272406010640922,0.0,0.0,0.039159418498164324,0.0,0.06266115537328848,0.006272406010640918,0.0,1.2768199725736071,-0.00024289078761352556,-0.00024289078761352556,-0.00024289078761352556
8.47,-0.04532314653324544,-0.010091576181336982,-80.13004088254547,0.04538283042499334,-0.003595597091138275,0.0,-0.0019400335844321215,-0.0035955970911382756,0.0246700372223706,0.0,0.037874662222269345,0.0,0.0,0.04615941849816435,0.0,-0.001940033584432066,0.037874662222269345,0.0,1.3068199725736072,-0.00018583951926509634,-0.00018583951926509634,-0.00018583951926509634
8.63,-0.009335941950856907,-0.016959931948017596,-80.1315405798475,0.04605498774626373,-0.014204023848013845,0.0,0.012348047798886812,-0.014204023848013845,0.005449940194211042,0.0,-0.0013602399585611324,0.0,0.0,0.02599832990576787,0.0,0.012348047798886846,-0.0013602399585611446,0.0,1.098617583277596,0.00016883813331447506,0.00016883813331447506,0.00016883813331447506
8.79,0.0419213208881195,0.0039104644608729915,-80.14257342802995,0.06953330133143976,-0.020741974789209316,0.0,-0.1309855783993129,-0.020741974789209316,0.01619812287815996,0.0,0.05496409802216584,0.0,0.0,0.03399832990576779,0.0,-0.13098557839931288,0.05496409802216583,0.0,1.128617583277596,0.00017936490698122753,0.00017936490698122753,0.00017936490698122753
8.93,0.08722709485831841,0.0021489843481107378,-80.14581254114437,0.07342156602489266,-0.025343951582232026,0.0,-0.11681293835499462,-0.025343951582232026,0.030494918685794764,0.0,0.10609591943837007,0.0,0.0,0.040998329905767815,0.0,-0.1168129383549946,0.10609591943837005,0.0,1.158617583277596,0.00035608805002929067,0.00035608805002929067,0.00035608805002929067
9.07,0.14919093283490842,0.018034257003807206,-80.13050720906071,0.015007665010306037,0.013182283188211422,0.0,0.012396420458788082,0.013182283188211425,0.013387706008751207,0.0,0.014838104438813282,0.0,0.0,0.024489361171726884,0.0,0.012396420458788068,0.014838104438813282,0.0,0.548150348821355,0.000608850512641812,0.000608850512641812,0.000608850512641812
9.23,0.21373800586152275,0.017827291431696046,-80.14613344849799,0.023040770269841724,0.014047622281036476,0.0,0.013107932703266526,0.014047622281036478,0.02558699218470012,0.0,0.05021961295633626,0.0,0.0,0.03248936117172689,0.0,0.013107932703266512,0.05021961295633626,0.0,0.5781503488213551,0.00026364375379173133,0.00026364375379173133,0.00026364375379173133
9.39,0.28007140517228185,0.008365827332364684,-80.13286222949372,0.03461140131406655,0.02015330907809537,0.0,0.04728825946769769,0.02015330907809537,0.042793044281269475,0.0,0.08856913546141992,0.0,0.0,0.0404893611717269,0.0,0.04728825946769768,0.08856913546141992,0.0,0.6081503488213551,0.0005167774821848159,0.0005167774821848159,0.0005167774821848159
9.53,0.35715336319128654,0.00985202395695308,-80.15108142914185,0.016970128331262026,-0.01305126990918088,0.0,-0.02918393373404013,-0.013051269909180882,0.011644242585065072,0.0,0.02576093635805804,0.0,0.0,0.024356176202690802,0.0,-0.02918393373404014,0.025760936358058064,0.0,0.4210312719131192,0.00015573229967236202,0.00015573229967236202,0.00015573229967236202
9.69,0.4383246426854537,0.012273730288350625,-80.15602362450458,0.02595512521890034,-0.016331726408004642,0.0,-0.03558674585608618,-0.016331726408004642,0.026600678097970943,0.0,0.05993749022126522,0.0,0.0,0.03235617620269081,0.0,-0.035586745856086184,0.05993749022126524,0.0,0.4510312719131192,-4.126054915454258e-05,-4.126054915454258e-05,-4.126054915454258e-05
9.83,0.5187247768589534,0.009682037586607382,-80.15905753466582,0.03179593765475555,-0.01741870634359792,0.0,-0.02726878506981123,-0.01741870634359792,0.04615375843393403,0.0,0.09619945178836128,0.0,0.0,0.039356176202690836,0.0,-0.027268785069811237,0.09619945178836131,0.0,0.48103127191311923,-0.00011618695510973165,-0.00011618695510973165,-0.00011618695510973165
9.99,0.6021383762618739,0.007162423925892966,-80.17159633769387,0.03906181933038648,-0.017565192334473602,0.0,-0.019759877729317477,-0.017565192334473605,0.07354825547619556,0.0,0.13632202354988548,0.0,0.0,0.04735617620269084,0.0,-0.019759877729317483,0.1363220235498855,0.0,0.5110312719131193,-0.000179236257762172,-0.000179236257762172,-0.000179236257762172
10.13,0.678364110593248,0.00040936288397507606,-80.14984941432175,0.04317410799418284,-0.005997311835372802,0.0,0.011784094193741974,-0.005997311835372803,0.0018420417511416667,0.0,0.00011128855428957363,0.0,0.0,0.026043583705632783,0.0,0.011784094193741976,0.00011128855428956159,0.0,0.24100347329638677,-0.0014948341262959186,-0.0014948341262959186,-0.0014948341262959186
10.29,0.76586944150919,-0.012774108520017317,-80.16387299070735,0.05474841084308318,-0.003220884630166571,0.0,0.03162727109892906,-0.00322088463016657,0.011706536504450124,0.0,0.021198162576802827,0.0,0.0,0.0340435837056327,0.0,0.03162727109892906,0.021198162576802817,0.0,0.27100347329638674,-0.0009125846319073538,-0.0009125846319073538,-0.0009125846319073538
10.43,0.8409289454642759,-0.014304732991752774,-80.16141357000781,0.062468184371746845,-0.0003953592618780545,0.0,0.03457376756183503,-0.0003953592618780536,0.0234154961827509,0.0,0.04153921671221909,0.0,0.0,0.04104358370563273,0.0,0.03457376756183503,0.041539216712219086,0.0,0.30100347329638677,-0.0015142822197073968,-0.0015142822197073968,-0.0015142822197073968
10.59,0.9379374119767114,-0.01103016516394911,-80.18408254289976,0.0012286850753536463,0.0031007856695468485,0.0,0.005603165949401478,0.003100785669546852,0.04054033542882808,0.0,0.06840721555814246,0.0,0.0,0.024758587013266345,0.0,0.005603165949401486,0.06840721555814246,0.0,0.31861738907730025,-8.629951076088993e-06,-8.629951076088993e-06,-8.629951076088993e-06
10.73,1.0189232424826233,-0.009651715265766763,-80.18283461394344,0.008148002010056854,0.0026030200400699805,0.0,0.002385045292841571,0.002603020040069985,0.060710922857740955,0.0,0.09421212936577057,0.0,0.0,0.03175858701326637,0.0,0.002385045292841579,0.09421212936577057,0.0,0.3486173890773002,-4.846556929671841e-06,-4.846556929671841e-06,-4.846556929671841e-06
10.89,1.127764473717132,0.000896045267564486,-80.18162336628403,0.01735286585250155,-0.005863460463168058,0.0,-0.020633102723430073,-0.005863460463168053,0.09335177208808314,0.0,0.13215957718970647,0.0,0.0,0.03975858701326638,0.0,-0.020633102723430066,0.13215957718970647,0.0,0.37861738907730025,-1.5036619130492923e-05,-1.5036619130492923e-05,-1.5036619130492923e-05
11.03,1.2049589154151894,-0.0007297620351848878,-80.18200347272699,0.022638535339931227,-0.01328513114299269,0.0,-0.025746307496905266,-0.013285131142992688,0.00913086157679854,0.0,0.016836949134001133,0.0,0.0,0.024162499916857698,0.0,-0.025746307496905263,0.016836949134001113,0.0,0.22503041714087116,-3.2510420367337645e-05,-3.2510420367337645e-05,-3.2510420367337645e-05
11.19,1.2982432142853488,-0.005047457601826424,-80.19471065924381,0.02942227688721772,-0.014674861707077838,0.0,-0.01972757468012648,-0.014674861707077835,0.022229484288774005,0.0,0.03782628784140335,0.0,0.0,0.032162499916857705,0.0,-0.019727574680126477,0.037826287841403336,0.0,0.25503041714087116,-2.861412750165826e-05,-2.861412750165826e-05,-2.861412750165826e-05
11.33,1.384588762831487,-0.0014795106393108472,-80.19736125799001,0.037608049700688255,-0.017920415293608643,0.0,-0.02629801015312101,-0.017920415293608643,0.0376645329279713,0.0,0.05984999603106682,0.0,0.0,0.03916249991685773,0.0,-0.026298010153121006,0.059849996031066804,0.0,0.2850304171408712,3.44052465168776e-05,3.44052465168776e-05,3.44052465168776e-05
11.49,1.483915961009288,-0.010039534969805744,-80.21355707704485,0.0436147001387996,-0.01583442895037248,0.0,-0.011109459072383176,-0.01583442895037248,0.06036286092042556,0.0,0.08815606946706105,0.0,0.0,0.04716249991685774,0.0,-0.011109459072383173,0.08815606946706103,0.0,0.3150304171408712,3.490089450219891e-05,3.490089450219891e-05,3.490089450219891e-05
11.63,1.566526889328289,0.003049261909192038,-80.20037559747954,0.02824913377517959,0.015768126285397976,0.0,0.01899735357479903,0.01576812628539798,0.010111340154605417,0.0,0.01235186450860569,0.0,0.0,0.02599903994244096,0.0,0.018997353574799022,0.012351864508605676,0.0,0.20480813346130394,-0.00043916082400766165,-0.00043916082400766165,-0.00043916082400766165
11.79,1.6621836379880133,-0.0049005796545556,-80.19182942892779,0.038632915250476726,0.019166801869719648,0.0,0.029139616973824244,0.01916680186971965,0.022347580459114877,0.0,0.0319403354161959,0.0,0.0,0.03399903994244088,0.0,0.029139616973824237,0.031940335416195884,0.0,0.23480813346130394,-0.00025956311147160016,-0.00025956311147160016,-0.00025956311147160016
11.93,1.7456636510226122,-0.006449733580303518,-80.19528786881048,0.04629185346802094,0.02215763585398149,0.0,0.03168345515105723,0.02215763585398149,0.03631626462134589,0.0,0.05154113645733771,0.0,0.0,0.040999039942440904,0.0,0.03168345515105722,0.0515411364573377,0.0,0.26480813346130394,-0.00014676787695414029,-0.00014676787695414029,-0.00014676787695414029
12.09,1.8413952748769087,-0.014168721662452505,-80.19126631880813,0.031896664872585856,0.037594372623483883,0.0,0.052586345688480876,0.03759437262348388,0.04666028753076507,0.0,0.06502830034630615,0.0,0.0,0.024747229857445825,0.0,0.052586345688480855,0.06502830034630613,0.0,0.28041054156672013,0.00012081337384017843,0.00012081337384017843,0.00012081337384017843
12.23,1.926346115056396,-0.007915694323416208,-80.19347163081581,0.03473671006507417,0.038069752729481134,0.0,0.039985354473869195,0.038069752729481134,0.06673592716449214,0.0,0.08885509010154719,0.0,0.0,0.03174722985744585,0.0,0.03998535447386918,0.08885509010154717,0.0,0.3104105415667201,0.00016885098176766533,0.00016885098176766533,0.00016885098176766533
12.39,2.029588815746775,0.008371682615084863,-80.19172314359821,0.037808333261953445,0.0298598425528735,0.0,0.00830713307341368,0.029859842552873498,0.09640170653622618,0.0,0.12091531476698517,0.0,0.0,0.03974722985744586,0.0,0.008307133073413665,0.12091531476698514,0.0,0.3404105415667201,0.00015849864805783653,0.00015849864805783653,0.00015849864805783653
12.53,2.1082954526400077,0.01712308235133429,-80.21544067228422,0.031211822005775686,-0.016104328951074068,0.0,-0.05041769591288159,-0.016104328951074068,0.009573290560200657,0.0,0.027711716080271287,0.0,0.0,0.024159466853121515,0.0,-0.05041769591288158,0.027711716080271297,0.0,0.2436564191142748,0.0004431663240743733,0.0004431663240743733,0.0004431663240743733
12.69,2.18886280046208,0.02088305329065516,-80.22247363061315,0.04174517394546013,-0.021291875185993556,0.0,-0.05620686366577936,-0.021291875185993556,0.023621369973520684,0.0,0.04734545997750879,0.0,0.0,0.03215946685312152,0.0,-0.05620686366577935,0.0473454599775088,0.0,0.2736564191142748,3.553627799302017e-05,3.553627799302017e-05,3.553627799302017e-05
12.83,2.2751840207937604,0.030548260854980264,-80.2191819783168,0.05784074933758107,-0.031059292637056535,0.0,-0.07515500059700109,-0.031059292637056535,0.040837560360565135,0.0,0.07097407032705774,0.0,0.0,0.03915946685312155,0.0,-0.07515500059700107,0.07097407032705777,0.0,0.30365641911427477,-0.00011755485718978331,-0.00011755485718978331,-0.00011755485718978331
12.99,2.371789562939486,0.03313850183562417,-80.21674940492747,0.06840504869944711,-0.03997643225870775,0.0,-0.080168198660669,-0.03997643225870775,0.06538621500612006,0.0,0.10031163377005756,0.0,0.0,0.04715946685312156,0.0,-0.08016819866066899,0.10031163377005758,0.0,0.3336564191142748,-9.058415680185394e-05,-9.058415680185394e-05,-9.058415680185394e-05
13.13,2.4430147522866865,0.033647338165793364,-80.21022279949581,0.06695924492934614,-0.027944015608985788,0.0,-0.056008322883694985,-0.02794401560898579,0.012810838282035424,0.0,0.02479491619967203,0.0,0.0,0.025998341048295445,0.0,-0.05600832288369497,0.024794916199672,0.0,0.23271355251622472,-0.0002364777372819444,-0.0002364777372819444,-0.0002364777372819444
13.28,2.5238785175125047,0.034323226052246934,-80.21292939182102,0.0749973115346398,-0.03268063007122518,0.0,-0.05711521359018525,-0.03268063007122519,0.02584275539254227,0.0,0.04361352946460666,0.0,0.0,0.033498341048295376,0.0,-0.05711521359018524,0.04361352946460663,0.0,0.26271355251622475,-0.00011034996662803893,-0.00011034996662803893,-0.00011034996662803893
13.43,2.6016920699007784,0.03836446187973557,-80.22157909277972,0.08580833704327936,-0.038873204490382174,0.0,-0.06428062614271127,-0.03887320449038219,0.04172316819460773,0.0,0.06406081463065524,0.0,0.0,0.040998341048295396,0.0,-0.06428062614271125,0.06406081463065522,0.0,0.2927135525162248,-0.0002759614807286998,-0.0002759614807286998,-0.0002759614807286998
13.59,2.6790890692622646,0.04905603240313676,-80.23165623120578,0.04811964682963627,0.006261762124862629,0.0,-0.002666753211842149,0.006261762124862631,0.001809364755731133,0.0,0.0008836342571142131,0.0,0.0,0.02474705158159773,0.0,-0.0026667532118421072,0.0008836342571142131,0.0,0.1988945155812989,-0.0004123256365993755,-0.0004123256365993755,-0.0004123256365993755
13.73,2.751064799638477,0.05525038553196711,-80.2356404447409,0.05575075090914535,0.0053932704127933944,0.0,-0.0115167144997263,0.0053932704127934005,0.009967598830684113,0.0,0.015203526392513897,0.0,0.0,0.03174705158159776,0.0,-0.011516714499726258,0.015203526392513897,0.0,0.2288945155812989,-0.0009193881534282355,-0.0009193881534282355,-0.0009193881534282355
13.87,2.8411331215632973,0.060344136934129045,-80.23484303352019,0.06390887317565636,0.0030368633047679824,0.0,-0.019942982426035788,0.0030368633047679915,0.02156493455786073,0.0,0.035825300403549594,0.0,0.0,0.038747051581597705,0.0,-0.019942982426035746,0.035825300403549594,0.0,0.2588945155812989,-0.0012054391346807969,-0.0012054391346807969,-0.0012054391346807969
14.03,2.9371008447818143,0.06164881655212433,-80.24244540258478,0.06167820497094107,-0.013304185097290339,0.0,-0.04058587030533089,-0.01330418509729034,0.003891368406171047,0.0,0.010355912652774427,0.0,0.0,0.024159419236756085,0.0,-0.04058587030533087,0.010355912652774416,0.0,0.2159262863751983,0.0006395892017369009,0.0006395892017369009,0.0006395892017369009
14.19,3.027572708065572,0.07769968398198808,-80.24745756157593,0.08004572135211643,-0.019991642387659676,0.0,-0.06233644343048751,-0.019991642387659676,0.01553700620061444,0.0,0.029907088746568476,0.0,0.0,0.032159419236756095,0.0,-0.0623364434304875,0.029907088746568465,0.0,0.2459262863751983,0.00041803657657701887,0.00041803657657701887,0.00041803657657701887
14.33,3.1127060613678696,0.08217610533877007,-80.2458762502929,0.09134250609588171,-0.026947180307190333,0.0,-0.07030309022333343,-0.026947180307190333,0.029413864923547695,0.0,0.0508491325880096,0.0,0.0,0.03915941923675612,0.0,-0.07030309022333342,0.05084913258800959,0.0,0.27592628637519834,0.0002438079414827099,0.0002438079414827099,0.0002438079414827099
14.47,3.199592265648335,0.09025594180102092,-80.25593242173264,0.10744483605478299,-0.03740672729141311,0.0,-0.08633711020106877,-0.03740672729141311,0.04733863244255585,0.0,0.07483358080424377,0.0,0.0,0.04615941923675615,0.0,-0.08633711020106875,0.07483358080424377,0.0,0.30592628637519836,0.00023432747997975678,0.00023432747997975678,0.00023432747997975678
14.63,3.293779473642668,0.07822900833272398,-80.24960641735436,0.09308012449932099,-0.035114543725432296,0.0,-0.058507915081195225,-0.0351145437254323,0.01436778908247078,0.0,0.023618993001126076,0.0,0.0,0.02599833007596311,0.0,-0.0585079150811952,0.023618993001126055,0.0,0.22491469384385798,-0.001331969697100116,-0.001331969697100116,-0.001331969697100116
14.79,3.3899679421864386,0.08076959075260355,-80.2497879669457,0.1030483422218959,-0.04148108792545813,0.0,-0.06217601799439526,-0.041481087925458134,0.02899356085278576,0.0,0.045255831221920256,0.0,0.0,0.03399833007596303,0.0,-0.06217601799439523,0.04525583122192024,0.0,0.254914693843858,-0.0012778939727630945,-0.0012778939727630945,-0.0012778939727630945
14.93,3.4664590148445185,0.07920769165637746,-80.25339687834266,0.1087284770060649,-0.045533701143108604,0.0,-0.05940878871203011,-0.045533701143108604,0.04440760057372823,0.0,0.0647530124321721,0.0,0.0,0.040998330075963055,0.0,-0.059408788712030085,0.06475301243217209,0.0,0.28491469384385804,-0.0015071151099188274,-0.0015071151099188274,-0.0015071151099188274
15.09,3.56457457329371,0.07063987119674522,-80.24803464946251,0.06896146835050276,0.003110025420444038,0.0,0.021410991903635698,0.003110025420444036,0.0011229145145652498,0.0,0.002470455720619588,0.0,0.0,0.024747048782724837,0.0,0.021410991903635712,0.0024704557206195864,0.0,0.19257334553839484,-0.000615414615178389,-0.000615414615178389,-0.000615414615178389
15.23,3.647684735923148,0.06739208758024706,-80.23865888449171,0.07703323298986162,0.005308573928251366,0.0,0.025784178802681135,0.005308573928251366,0.009863027128350046,0.0,0.018471666387135603,0.0,0.0,0.031747048782724864,0.0,0.02578417880268115,0.0184716663871356,0.0,0.22257334553839483,-0.0005950360184140968,-0.0005950360184140968,-0.0005950360184140968
15.39,3.7406893790819025,0.07240049634324064,-80.22223435167994,0.08361948793840569,0.006462536387902151,0.0,0.018712613678685656,0.006462536387902153,0.02322617317417751,0.0,0.03917774645316478,0.0,0.0,0.03974704878272487,0.0,0.01871261367868567,0.039177746453164776,0.0,0.25257334553839483,-0.00034665602462430334,-0.00034665602462430334,-0.00034665602462430334
15.53,3.8243109766584245,0.0743968523545062,-80.21802270140905,0.08262438042282318,0.005837231754389732,0.0,0.012638249512237135,0.005837231754389731,0.0013914518152544054,0.0,0.0024168405632993967,0.0,0.0,0.024159418489193226,0.0,0.012638249512237142,0.0024168405632994023,0.0,0.19234209441698152,-0.0009073827669030532,-0.0009073827669030532,-0.0009073827669030532
15.67,3.907311993664762,0.06827519769549967,-80.21269417412799,0.09108172630941495,0.007682552290865451,0.0,0.020976994800270852,0.00768255229086545,0.010116729932465264,0.0,0.01837619995604442,0.0,0.0,0.031159418489193257,0.0,0.02097699480027086,0.018376199956044427,0.0,0.22234209441698152,-0.0009716372957344621,-0.0009716372957344621,-0.0009716372957344621
15.83,3.994373306130501,0.053151344522550735,-80.21196779256705,0.10499567856944486,0.013055043205184212,0.0,0.04189218116340661,0.013055043205184212,0.02299577466177397,0.0,0.03771606751363611,0.0,0.0,0.039159418489193264,0.0,0.041892181163406615,0.03771606751363612,0.0,0.2523420944169815,-0.000970016047848743,-0.000970016047848743,-0.000970016047848743
15.99,4.088194182888506,0.04727168698794718,-80.21406866532791,0.11635818842937982,0.019205303899043003,0.0,0.05102408865605948,0.019205303899043003,0.0402898641638027,0.0,0.0613823407775719,0.0,0.0,0.04715941848919327,0.0,0.05102408865605949,0.06138234077757191,0.0,0.28234209441698155,-0.00127404523617769,-0.00127404523617769,-0.00127404523617769
16.13,4.184391618540328,0.04558505275276891,-80.2515200588384,0.09230219784301323,-0.010524851328157916,0.0,0.00027410266594655314,-0.010524851328157916,0.0021965900805512913,0.0,0.0013338061143332997,0.0,0.0,0.025998329903700636,0.0,0.00027410266594655314,0.0013338061143332858,0.0,0.18438601282080513,0.0024974960674035707,0.0024974960674035707,0.0024974960674035707
16.29,4.294214390804727,0.039629210073570766,-80.25238942586667,0.10056941452294833,-0.009704778088465439,0.0,0.007024681519038718,-0.00970477808846544,0.012712035570901689,0.0,0.021577581031812086,0.0,0.0,0.03399832990370064,0.0,0.007024681519038718,0.021577581031812072,0.0,0.21438601282080513,0.0003000248203162137,0.0003000248203162137,0.0003000248203162137
16.43,4.3768257281830305,0.025058409414459415,-80.2530380932955,0.1113216199375556,-0.005059906395371474,0.0,0.02921928316311348,-0.005059906395371474,0.02473266393411641,0.0,0.039267601146862285,0.0,0.0,0.04099832990370067,0.0,0.02921928316311348,0.03926760114686227,0.0,0.24438601282080513,-6.296718347931218e-05,-6.296718347931218e-05,-6.296718347931218e-05
16.59,4.46146476186329,0.028786878043401326,-80.26601439798094,0.0919023812757853,0.018379131062757584,0.0,0.05008936180702852,0.01837913106275758,0.004692155323333417,0.0,0.011523498833996677,0.0,0.0,0.02474704873878335,0.0,0.05008936180702851,0.011523498833996672,0.0,0.20927856529333191,0.0008341279833256887,0.0008341279833256887,0.0008341279833256887
16.73,4.540372544601753,0.023818764912363045,-80.25714161046017,0.10265732706989932,0.02330903588699573,0.0,0.05740012051191017,0.02330903588699573,0.014811884966835893,0.0,0.028030047614522397,0.0,0.0,0.03174704873878338,0.0,0.057400120511910166,0.028030047614522394,0.0,0.2392785652933319,-0.00014805753452121206,-0.00014805753452121206,-0.00014805753452121206
16.89,4.636676965346819,0.029778299507974018,-80.26226884706868,0.10666111530160614,0.026908689920181656,0.0,0.04835872223556255,0.026908689920181656,0.030433385121620374,0.0,0.0510817500844688,0.0,0.0,0.03974704873878339,0.0,0.048358722235562535,0.0510817500844688,0.0,0.26927856529333194,0.00010330776144693021,0.00010330776144693021,0.00010330776144693021
17.03,4.718325556364531,0.020648880157697783,-80.29726702495506,0.08333079713195107,0.04886655852704802,0.0,0.08064629487975428,0.04886655852704802,0.029965241068400737,0.0,0.04918483342722431,0.0,0.0,0.02415941847745673,0.0,0.08064629487975426,0.04918483342722431,0.0,0.2666320880305908,0.0024060912238383914,0.0024060912238383914,0.0024060912238383914
17.19,4.82066044735451,0.025226862130552797,-80.30252753038508,0.08685946339435914,0.05489405837239595,0.0,0.0728808879411915,0.05489405837239595,0.05082775163253477,0.0,0.07647683236310451,0.0,0.0,0.032159418477456736,0.0,0.07288088794119149,0.07647683236310451,0.0,0.2966320880305908,0.0007476978048259753,0.0007476978048259753,0.0007476978048259753
