time,X,Y,Z
5.93,-0.02825894475029581,0.004128699751061032,-80.10174481181622
6.09,-0.027630216626269168,0.014296625539919115,-80.10600900612424
6.23,-0.037834075830494744,0.01961204317146082,-80.11118579829201
6.39,-0.047818098879108886,0.006611475690640476,-80.10316985492189
6.53,-0.05213482636037072,0.005627602896971618,-80.11526514069466
6.67,-0.062107166060695496,0.002215876574267015,-80.11503050544715
6.83,-0.06377992488400216,-0.0036087332042723315,-80.10209773371868
6.99,-0.06106023107148285,-0.00891660674552502,-80.10818753435191
7.13,-0.06492224107043834,0.0008394089169455978,-80.10458259882604
7.27,-0.05742971131417542,0.00782120418736676,-80.11118873239366
7.43,-0.0596844668325939,-0.005127142204850436,-80.10520086354545
7.58,-0.06300071277646292,-0.001900771972979897,-80.11589049575876
7.73,-0.08070910597763233,-0.0041992308511626195,-80.12138562138179
7.89,-0.09206729154153079,-0.021399224817931238,-80.12486950157864
8.03,-0.09463026075449976,-0.02140549586234037,-80.13079279682655
8.19,-0.08619584198913098,-0.02318942502472441,-80.13774350660943
8.33,-0.0707718059219459,-0.012810643010190956,-80.13335197339846
8.47,-0.04601354248413572,-0.005723614643964355,-80.13039510044669
8.63,-0.010025890664672852,-0.012592134944324236,-80.13168583285798
8.79,0.04123137237062005,0.008278260982417093,-80.14271868104044
8.93,0.08653714634081897,0.006516780869654839,-80.14595779415485
9.07,0.1573513850517438,0.024669873539142222,-80.130406621145
9.23,0.21383006050988357,0.024484634456723327,-80.14407958065262
9.39,0.28016345982064267,0.015023170357391966,-80.13080836164835
9.53,0.35724577179413575,0.016509119763180077,-80.1499859914952
9.69,0.4384170526011585,0.01893078208959738,-80.15492818685793
9.83,0.5188171867746582,0.016339089387854135,-80.15796209701917
9.99,0.5918040862522139,0.014134427434729015,-80.16893354966871
10.13,0.6789327256790091,0.006404229767796466,-80.14920607277895
10.29,0.7664380744369339,-0.006779123209438154,-80.16322964916455
10.43,0.8414975783920198,-0.00830974768117361,-80.16077022846501
10.59,0.9385064023087485,-0.005030618945851039,-80.17807399320344
10.73,1.0194922221992777,-0.003651545520381883,-80.17682606424712
10.89,1.1283334534337863,0.006896215012949366,-80.17561481658771
11.03,1.205522389679978,0.005273732288118746,-80.18000138577126
11.19,1.298806703532026,0.0009563604190285747,-80.19270857228808
11.33,1.3851522520781643,0.004524307381544151,-80.19535917103428
11.49,1.4720635504837405,-0.002965713907638906,-80.20953051270727
11.63,1.5664763862358007,0.012011025107902765,-80.19807226900019
11.79,1.662133110274221,0.004060887293007531,-80.18952610044845
11.93,1.74561312330882,0.0025117333672596124,-80.19298454033114
12.09,1.8413474772406777,-0.005203768655580434,-80.19016383387276
12.23,1.9262982823006896,0.0010497357826857847,-80.19236914588043
12.39,2.0295409829910684,0.017337112721186855,-80.19062065866284
12.53,2.108230022066734,0.026097887943940797,-80.2012884091402
12.69,2.1887972614799986,0.029860181110744823,-80.20832136746914
12.83,2.275118481811679,0.039525388675069925,-80.20502971517278
12.99,2.3717240239574044,0.042115629655713825,-80.20259714178346
13.13,2.442983636331337,0.0426100341045894,-80.20401490836785
13.28,2.5238474220305194,0.043283468086492534,-80.20672150069306
13.43,2.6016609744187935,0.04732470391398117,-80.21537120165176
13.59,2.669392081953743,0.05668097372458744,-80.2264651587303
13.73,2.751650232160971,0.0637582282189174,-80.23101854562758
13.87,2.841718554085791,0.06885197962107933,-80.23022113440688
14.03,2.9376947682196897,0.07015499141132835,-80.24036701776839
14.19,3.0281667213038044,0.08620535266681888,-80.24537917675954
14.33,3.113300074606102,0.09068177402360086,-80.24379786547651
14.47,3.212598593783776,0.09991587283760181,-80.2552906328362
14.63,3.2949939907501444,0.0894042742422315,-80.24776086763575
14.79,3.391182458848873,0.091944873511699,-80.2479424172271
14.93,3.4676735315069527,0.09038297441547291,-80.25155132862405
15.09,3.5657944246395012,0.08181528752684473,-80.24705190902112
15.23,3.648904592320494,0.07856763318124123,-80.23767614405033
15.39,3.730283655084403,0.08294999084886057,-80.22330467784002
15.53,3.8258592412435504,0.08523293404849334,-80.21930434924212
15.67,3.90886025483141,0.07911123303991827,-80.21397582196106
15.83,3.995921567297149,0.06398737986696933,-80.21324944040012
15.99,4.089742444055154,0.058107722332365774,-80.21535031316098
16.13,4.18570620625983,0.056448031099152335,-80.22781934736649
16.29,4.295528976823885,0.05049215706653694,-80.22868871439476
16.43,4.378140314202188,0.03592135640742559,-80.2293373818236
16.59,4.462699529135735,0.03963368764537143,-80.23485650097535
16.73,4.541607094381729,0.034662121319524584,-80.22598371345458
16.89,4.625873462533662,0.039876714090684204,-80.23047004548704
17.03,4.718874289168972,0.029238823898117786,-80.24010785177254
17.19,4.821210388840091,0.03378970699675739,-80.24536835720255
17.33,4.898685831630441,0.0264367170931765,-80.24436699304427
17.49,4.994875478981212,0.022643940365984622,-80.25712775935266
17.63,5.07642187021204,0.026341028775300923,-80.2460638023885
17.79,5.168225050586345,0.0359418388305406,-80.24891206252933
17.93,5.251158370813964,0.036901693487101664,-80.24565029086762
18.09,5.334911388985986,0.027903664207719413,-80.2490590003657
18.23,5.449855970120401,0.015595464335960868,-80.24018053383537
18.39,5.5359460962143805,0.018403704906624126,-80.23815608520151
18.53,5.617839512269391,0.005817758652929309,-80.24381030340966
18.67,5.722325573755152,0.012743373357480464,-80.26217810418666
18.83,5.801246973482897,0.008824731680880932,-80.26209786535264
18.99,5.873378228313233,0.005581262339114643,-80.26120117954227
19.13,5.958692032052353,0.013615521359077582,-80.25493074035231
19.29,6.040120860885421,0.016476267663109632,-80.25876596492536
19.43,6.131696892141144,0.013423917935010089,-80.25817524020617
19.59,6.213297517374035,0.014416749525562095,-80.26767003097034
19.73,6.306775058496648,0.008296616596135852,-80.27531671540447
19.89,6.378228133565225,0.0020577536444376142,-80.27774814617507
20.03,6.470562942808271,-0.0022387479354874194,-80.2875824666715
20.19,6.561235625372131,-0.010218857537848576,-80.28886802525075
20.33,6.650896603933826,-0.007569803326301783,-80.28401944782972
20.49,6.738263101239644,-0.015822855154067263,-80.29058400442655
20.63,6.824972228506566,-0.013396756008710205,-80.28393069584536
20.79,6.928297183589098,-0.019000450210363493,-80.2860554862075
20.93,7.009316540470833,-0.029372756391295107,-80.28709209878015
21.07,7.092295206864966,-0.032082687090159975,-80.28408187989068
21.23,7.177160629380901,-0.03684971642045972,-80.28954159360863
21.39,7.28369672021495,-0.026787119173530383,-80.28590563416381
21.53,7.359977319781753,-0.025235844223756694,-80.27477698532805
21.69,7.45721824185158,-0.012070907223619629,-80.279260155367
21.83,7.532934149185566,-0.01169540407233968,-80.29750547805824
21.97,7.625620246007398,-0.007353445066494269,-80.29581030563104
22.13,7.718906812649804,-0.00666877230957828,-80.2911288114487
22.29,7.803822654278117,0.006273498226398343,-80.29372844603903
22.43,7.882540017150879,0.010460417641305843,-80.30288481541123
22.59,7.959747147133013,0.010466832102258242,-80.29832222272306
22.73,8.067236493363632,0.01445520730530524,-80.31217938822348
22.9,8.163733887155852,0.012337728995026638,-80.30562096569636
23.03,8.237671479952484,-0.009475423762268172,-80.30191946760482
23.19,8.326256204905826,-0.004620419896311937,-80.29459187360841
23.33,8.413656903139536,-0.0030391403398639712,-80.28591028107337
23.49,8.513966209027775,-0.027265993416118725,-80.29516355334039
23.63,8.595556316322119,-0.03321820440969203,-80.29912954287907
23.79,8.692086412369326,-0.034398937046945355,-80.2881858450709
23.93,8.780690982745133,-0.03938575456617408,-80.28892106076867
24.09,8.88072367971968,-0.038060573239397405,-80.30361121633497
24.23,8.961267776866581,-0.032806309158320744,-80.29836857474258
24.37,9.041284430059466,-0.03852257949248622,-80.30149545939395
24.53,9.133736494151862,-0.035313582272292775,-80.27327289607884
24.69,9.23208919294626,-0.03716794037912244,-80.26677698181584
24.83,9.313030962585817,-0.025078062223636288,-80.25151230662934
24.99,9.422521038289588,-0.03466214052276245,-80.27089972858914
25.13,9.50813238978866,-0.03449259463276231,-80.27079455149527
25.27,9.583051131034905,-0.032729631674788366,-80.26315698211518
25.43,9.668074384923274,-0.04145314837489113,-80.2753503442777
25.59,9.752178366448785,-0.04623725004280191,-80.27846631179497
25.73,9.855110111857499,-0.028318368834946334,-80.2730210230816
25.89,9.940840848747913,-0.01869590602904863,-80.26067589429036
26.03,10.03128090497144,-0.0022013843244415472,-80.26026053157271
26.19,10.113138758976863,0.0026565758123637956,-80.26553699250327
26.33,10.20995383310415,-0.008751712408099086,-80.28338285878857
26.47,10.308982038124265,-0.015416656048575684,-80.29061626162823
26.63,10.388932352274109,-0.0020495122706448987,-80.28826011303535
